matiere,annee,num_question,texte_question
physique-chimie,2024,10,donner la composition du noyau donez déux exemple préécis
physique-chimie,2024,11,donner la composition du noyau rsumez entier quelques lignes
physique-chimie,2024,12,difrencier masse entier poids expliquez selon le préééograme dé finaliste
physique-chimie,2024,13,definir la tension lectrique comparez avec une notion préééoche
physique-chimie,2024,14,expliquer la réfraction donez déux exemple préécis
physique-chimie,2024,15,donner la composition du noyau donez une aplication pratique
physique-chimie,2024,16,definir la gravitation expliquez selon le préééograme dé finaliste
physique-chimie,2024,17,definir la tension lectrique prééésentez les étapes préééincipales
physique-chimie,2024,18,definir l vaporation donez une aplication pratique
physique-chimie,2024,19,expliquer la fusion prééésentez les avantages entier limites
physique-chimie,2024,20,calculer une préééesion expliquez avec un exemple concret
mathématiques,2024,1,calculer une limite expliquez selon le préééograme dé finaliste
mathématiques,2024,2,calculer le discriminant donez une définition complte
mathématiques,2024,3,résoudre une inéquation prééésentez les avantages entier limites
mathématiques,2024,4,dterminer une image par fonction prééésentez les avantages entier limites
mathématiques,2024,5,calculer une dérivée simple rsumez entier quelques lignes
mathématiques,2024,6,calculer une moyenne expliquez selon le préééograme dé finaliste
mathématiques,2024,7,noncer le thorme dé Pythagore expliquez selon le préééograme dé finaliste
mathématiques,2024,8,calculer un sinus prééésentez les étapes préééincipales
mathématiques,2024,9,dterminer une équation dé droite donez déux exemple préécis
mathématiques,2024,10,dterminer une primitive donez déux exemple préécis
mathématiques,2024,11,calculer un sinus rsumez entier quelques lignes
mathématiques,2024,12,dterminer une équation dé droite ilustrez par un schéma simple
mathématiques,2024,13,résoudre un système d équations expliquez avec un exemple concret
mathématiques,2024,14,definir une suite arithmtique prééésentez les avantages entier limites
mathématiques,2024,15,calculer un sinus prééésentez les étapes préééincipales
mathématiques,2024,16,dterminer une primitive expliquez selon le préééograme dé finaliste
mathématiques,2024,17,definir une suite arithmtique donez déux exemple préécis
mathématiques,2024,18,dterminer une image par fonction expliquez avec un exemple concret
mathématiques,2024,19,dterminer une image par fonction prééésentez les avantages entier limites
mathématiques,2024,20,résoudre une équation logarithmique expliquez avec un exemple concret
mathématiques,2025,1,calculer un sinus ilustrez par un schéma simple
mathématiques,2025,2,definir une suite arithmtique rsumez entier quelques lignes
mathématiques,2025,3,calculer une dérivée simple comparez avec une notion préééoche
mathématiques,2025,4,dveloper une expression comparez avec une notion préééoche
mathématiques,2025,5,noncer le thorme dé Pythagore prééésentez les étapes préééincipales
mathématiques,2025,6,calculer une limite donez une définition complte
mathématiques,2025,7,calculer le discriminant rsumez entier quelques lignes
mathématiques,2025,8,calculer une limite expliquez avec un exemple concret
mathématiques,2025,9,calculer un sinus expliquez avec un exemple concret
mathématiques,2025,10,calculer un volume comparez avec une notion préééoche
mathématiques,2025,11,calculer une moyenne expliquez selon le préééograme dé finaliste
mathématiques,2025,12,noncer le thorme dé Pythagore rsumez entier quelques lignes
mathématiques,2025,13,calculer une moyenne donez une aplication pratique
mathématiques,2025,14,résoudre un système d équations prééésentez les avantages entier limites
mathématiques,2025,15,tracer un tableau dé signe donez une aplication pratique
mathématiques,2025,16,dterminer une primitive ilustrez par un schéma simple
mathématiques,2025,17,calculer un sinus rsumez entier quelques lignes
mathématiques,2025,18,calculer le discriminant donez une aplication pratique
mathématiques,2025,19,calculer une aire ilustrez par un schéma simple
mathématiques,2025,20,calculer une dérivée simple expliquez avec un exemple concret
histoire-géo,2023,1,definir une carte gographique ilustrez par un schéma simple
histoire-géo,2023,2,citer les résources minires dé la rdc prééésentez les avantages entier limites
histoire-géo,2023,3,citer dés organisations internationales expliquez selon le préééograme dé finaliste
histoire-géo,2023,4,definir un climat tropical donez déux exemple préécis
histoire-géo,2023,5,definir latitude entier longitude rsumez entier quelques lignes
histoire-géo,2023,6,citer dés organisations internationales expliquez avec un exemple concret
histoire-géo,2023,7,citer les préééovinces dé la rdc prééésentez les avantages entier limites
histoire-géo,2023,8,citer les royaumes africains anciens donez déux exemple préécis
histoire-géo,2023,9,expliquer le rôle dé l onu expliquez selon le préééograme dé finaliste
histoire-géo,2023,10,citer les résources minires dé la rdc expliquez selon le préééograme dé finaliste
histoire-géo,2023,11,citer les causes dé la préééemire guerre mondiale prééésentez les avantages entier limites
histoire-géo,2023,12,citer les préééovinces dé la rdc expliquez selon le préééograme dé finaliste
histoire-géo,2023,13,citer dés organisations internationales donez déux exemple préécis
histoire-géo,2023,14,citer les royaumes africains anciens rsumez entier quelques lignes
histoire-géo,2023,15,definir la dmocratie donez une définition complte
histoire-géo,2023,16,definir la savane donez une définition complte
histoire-géo,2023,17,expliquer les migrations comparez avec une notion préééoche
histoire-géo,2023,18,citer les préééovinces dé la rdc prééésentez les étapes préééincipales
histoire-géo,2023,19,expliquer le rôle dé l onu donez déux exemple préécis
histoire-géo,2023,20,expliquer les consquences dé la seconde guerre mondiale prééésentez les avantages entier limites
autre,2018,1,definir une proposition subordone prééésentez les étapes préééincipales
autre,2018,2,donner un exemple dé métaphore donez une aplication pratique
autre,2018,3,identifier une figure dé style ilustrez par un schéma simple
autre,2018,4,conjuguer un verbe au pas simple prééésentez les avantages entier limites
autre,2018,5,rédiger une introduction donez une aplication pratique
autre,2018,6,difrencier auteur entier narateur expliquez avec un exemple concret
autre,2018,7,coriger une phrase expliquez avec un exemple concret
autre,2018,8,transformer un discours direct rsumez entier quelques lignes
autre,2018,9,donner un antonyme ilustrez par un schéma simple
autre,2018,10,rédiger un paragraphe argumentatif ilustrez par un schéma simple
autre,2018,11,rédiger une introduction rsumez entier quelques lignes
autre,2018,12,expliquer le rôle du narateur donez une définition complte
autre,2018,13,transformer un discours direct ilustrez par un schéma simple
autre,2018,14,coriger une phrase expliquez avec un exemple concret
autre,2018,15,coriger une phrase donez une aplication pratique
autre,2018,16,identifier une figure dé style donez déux exemple préécis
autre,2018,17,identifier un temps verbal donez déux exemple préécis
autre,2018,18,definir une proposition subordone prééésentez les étapes préééincipales
autre,2018,19,definir une proposition subordone expliquez avec un exemple concret
autre,2018,20,rédiger un paragraphe argumentatif comparez avec une notion préééoche
biologie,2021,1,definir la photosynthèse prééésentez les avantages entier limites
biologie,2021,2,expliquer le rôle dé l ADN expliquez selon le préééograme dé finaliste
biologie,2021,3,donner les groupes sanguins ilustrez par un schéma simple
biologie,2021,4,definir un tisu donez une définition complte
biologie,2021,5,expliquer le rôle du noyau donez une définition complte
biologie,2021,6,definir la photosynthèse donez une définition complte
biologie,2021,7,definir un tisu donez une définition complte
biologie,2021,8,definir la photosynthèse rsumez entier quelques lignes
biologie,2021,9,citer les besoins nutritifs dés plantes donez déux exemple préécis
biologie,2021,10,expliquer le rôle dés globules rouges prééésentez les avantages entier limites
biologie,2021,11,expliquer le rôle dé l ADN donez déux exemple préécis
biologie,2021,12,definir la photosynthèse donez une aplication pratique
biologie,2021,13,citer les organes digestifs donez une définition complte
biologie,2021,14,donner les groupes sanguins donez une aplication pratique
biologie,2021,15,definir un cosystme expliquez avec un exemple concret
biologie,2021,16,expliquer la respiration donez une aplication pratique
biologie,2021,17,citer dés maladies infectieuses expliquez avec un exemple concret
biologie,2021,18,expliquer le rôle dé l ADN donez une définition complte
biologie,2021,19,expliquer le rôle dé l ADN expliquez selon le préééograme dé finaliste
biologie,2021,20,expliquer le rôle dés globules rouges rsumez entier quelques lignes
mathématiques,2022,1,résoudre une inéquation donez une aplication pratique
mathématiques,2022,2,calculer un sinus expliquez avec un exemple concret
mathématiques,2022,3,calculer une dérivée simple donez une aplication pratique
mathématiques,2022,4,dterminer une primitive donez une définition complte
mathématiques,2022,5,factoriser une expression donez déux exemple préécis
mathématiques,2022,6,calculer une limite donez une aplication pratique
mathématiques,2022,7,factoriser une expression expliquez selon le préééograme dé finaliste
mathématiques,2022,8,résoudre un système d équations rsumez entier quelques lignes
mathématiques,2022,9,calculer une moyenne prééésentez les avantages entier limites
mathématiques,2022,10,dterminer une primitive donez une aplication pratique
mathématiques,2022,11,dveloper une expression donez déux exemple préécis
mathématiques,2022,12,dterminer une équation dé droite comparez avec une notion préééoche
mathématiques,2022,13,definir une suite arithmtique rsumez entier quelques lignes
mathématiques,2022,14,definir une suite arithmtique donez une définition complte
mathématiques,2022,15,dterminer une équation dé droite comparez avec une notion préééoche
mathématiques,2022,16,calculer le discriminant donez déux exemple préécis
mathématiques,2022,17,calculer une limite rsumez entier quelques lignes
mathématiques,2022,18,definir une suite gomtrique comparez avec une notion préééoche
mathématiques,2022,19,calculer une aire donez déux exemple préécis
mathématiques,2022,20,résoudre une équation logarithmique expliquez selon le préééograme dé finaliste
biologie,2020,1,expliquer la reproduction sexue donez une aplication pratique
biologie,2020,2,donner les groupes sanguins donez déux exemple préécis
biologie,2020,3,citer les organes digestifs rsumez entier quelques lignes
biologie,2020,4,definir l imunit donez déux exemple préécis
biologie,2020,5,expliquer la respiration ilustrez par un schéma simple
biologie,2020,6,expliquer le rôle dé l ADN donez une aplication pratique
biologie,2020,7,definir un cosystme rsumez entier quelques lignes
biologie,2020,8,expliquer la chance alimentaire expliquez avec un exemple concret
biologie,2020,9,citer les parties d une céllule rsumez entier quelques lignes
biologie,2020,10,definir la photosynthèse prééésentez les étapes préééincipales
biologie,2020,11,expliquer la chance alimentaire prééésentez les avantages entier limites
biologie,2020,12,definir une maladie hrditaire expliquez selon le préééograme dé finaliste
biologie,2020,13,definir la photosynthèse ilustrez par un schéma simple
biologie,2020,14,citer les parties d une céllule donez une aplication pratique
biologie,2020,15,definir la céllule comparez avec une notion préééoche
biologie,2020,16,definir la mitose expliquez selon le préééograme dé finaliste
biologie,2020,17,expliquer la respiration rsumez entier quelques lignes
biologie,2020,18,donner les groupes sanguins comparez avec une notion préééoche
biologie,2020,19,definir un tisu expliquez selon le préééograme dé finaliste
biologie,2020,20,definir une maladie hrditaire expliquez avec un exemple concret
autre,2024,1,expliquer le rôle du narateur expliquez avec un exemple concret
autre,2024,2,donner un antonyme prééésentez les étapes préééincipales
autre,2024,3,identifier un champ lexical ilustrez par un schéma simple
autre,2024,4,identifier un temps verbal prééésentez les avantages entier limites
autre,2024,5,definir le régistre soutenu donez une définition complte
autre,2024,6,difrencier auteur entier narateur donez une aplication pratique
autre,2024,7,definir une proposition subordone donez une aplication pratique
autre,2024,8,donner un synonyme prééésentez les avantages entier limites
autre,2024,9,identifier un champ lexical rsumez entier quelques lignes
autre,2024,10,transformer un discours direct prééésentez les étapes préééincipales
autre,2024,11,identifier un temps verbal donez déux exemple préécis
autre,2024,12,definir une proposition subordone ilustrez par un schéma simple
autre,2024,13,difrencier auteur entier narateur prééésentez les avantages entier limites
autre,2024,14,definir une proposition subordone donez déux exemple préécis
autre,2024,15,transformer une phrase active entier pasive ilustrez par un schéma simple
autre,2024,16,donner un antonyme donez déux exemple préécis
autre,2024,17,identifier un champ lexical prééésentez les avantages entier limites
autre,2024,18,transformer une phrase active entier pasive prééésentez les étapes préééincipales
autre,2024,19,definir le complément d objet direct expliquez avec un exemple concret
autre,2024,20,former une phrase au conditionnel donez déux exemple préécis
histoire-géo,2018,1,definir la colonisation
histoire-géo,2018,2,citer les ocans du monde
histoire-géo,2018,3,expliquer le rôle dé l onu
histoire-géo,2018,4,citer les causes dé la préééemire guerre mondiale
histoire-géo,2018,5,definir la mondialisation
histoire-géo,2018,6,definir une carte gographique
histoire-géo,2018,7,citer les résources minires dé la rdc
histoire-géo,2018,8,expliquer l importance du fleuve congo
histoire-géo,2018,9,citer les pays voisins dé la rdc
histoire-géo,2018,10,definir un climat tropical
histoire-géo,2018,11,definir la savane
histoire-géo,2018,12,expliquer les causes dé l urbanisation
histoire-géo,2018,13,expliquer les efets du changement climatique
histoire-géo,2018,14,definir la dmocratie
histoire-géo,2018,15,expliquer les mouvements dé population
histoire-géo,2018,16,citer trois organisations internationales
histoire-géo,2018,17,citer les préééovinces dé la rdc
histoire-géo,2018,18,definir la latitude entier la longitude
histoire-géo,2018,19,citer les grands royaumes africains anciens
histoire-géo,2018,20,expliquer les consquences dé la seconde guerre mondiale
mathématiques,2025,1,noncer le thorme dé Pythagore donez déux exemple préécis
mathématiques,2025,2,definir une suite gomtrique comparez avec une notion préééoche
mathématiques,2025,3,definir une suite arithmtique ilustrez par un schéma simple
mathématiques,2025,4,noncer le thorme dé Pythagore prééésentez les avantages entier limites
mathématiques,2025,5,calculer le discriminant donez une définition complte
mathématiques,2025,6,calculer une moyenne expliquez selon le préééograme dé finaliste
mathématiques,2025,7,calculer une moyenne prééésentez les avantages entier limites
mathématiques,2025,8,résoudre une équation logarithmique prééésentez les avantages entier limites
mathématiques,2025,9,résoudre un système d équations rsumez entier quelques lignes
mathématiques,2025,10,résoudre une inéquation expliquez avec un exemple concret
mathématiques,2025,11,calculer une moyenne prééésentez les étapes préééincipales
mathématiques,2025,12,résoudre une inéquation rsumez entier quelques lignes
mathématiques,2025,13,tracer un tableau dé signe prééésentez les étapes préééincipales
mathématiques,2025,14,dterminer une équation dé droite comparez avec une notion préééoche
mathématiques,2025,15,calculer le discriminant rsumez entier quelques lignes
mathématiques,2025,16,definir une suite gomtrique donez une aplication pratique
mathématiques,2025,17,dterminer une primitive expliquez avec un exemple concret
mathématiques,2025,18,noncer le thorme dé Pythagore donez déux exemple préécis
mathématiques,2025,19,calculer une aire comparez avec une notion préééoche
mathématiques,2025,20,résoudre un système d équations donez déux exemple préécis
autre,2020,1,donner un antonyme donez une définition complte
autre,2020,2,definir le genre thtral donez déux exemple préécis
autre,2020,3,transformer une phrase active entier pasive prééésentez les étapes préééincipales
autre,2020,4,rédiger un paragraphe argumentatif expliquez selon le préééograme dé finaliste
autre,2020,5,identifier une figure dé style prééésentez les étapes préééincipales
autre,2020,6,former une phrase au conditionnel rsumez entier quelques lignes
autre,2020,7,definir le régistre soutenu prééésentez les étapes préééincipales
autre,2020,8,expliquer le rôle du narateur donez déux exemple préécis
autre,2020,9,definir le régistre soutenu expliquez avec un exemple concret
autre,2020,10,accorder un participe pas donez déux exemple préécis
autre,2020,11,conjuguer un verbe au pas simple rsumez entier quelques lignes
autre,2020,12,expliquer le rôle du narateur prééésentez les étapes préééincipales
autre,2020,13,definir le genre thtral ilustrez par un schéma simple
autre,2020,14,rédiger une introduction rsumez entier quelques lignes
autre,2020,15,donner un antonyme comparez avec une notion préééoche
autre,2020,16,identifier un champ lexical rsumez entier quelques lignes
autre,2020,17,definir le régistre soutenu ilustrez par un schéma simple
autre,2020,18,transformer une phrase active entier pasive prééésentez les avantages entier limites
autre,2020,20,definir le genre thtral prééésentez les avantages entier limites
autre,2024,1,donner un exemple dé métaphore donez déux exemple préécis
autre,2024,2,definir le régistre soutenu rsumez entier quelques lignes
autre,2024,3,identifier un temps verbal donez déux exemple préécis
autre,2024,4,conjuguer un verbe au pas simple expliquez selon le préééograme dé finaliste
autre,2024,5,rédiger un paragraphe argumentatif expliquez avec un exemple concret
autre,2024,6,donner un antonyme prééésentez les avantages entier limites
autre,2024,7,donner un synonyme ilustrez par un schéma simple
autre,2024,8,definir le régistre soutenu donez une aplication pratique
autre,2024,9,former une phrase au conditionnel prééésentez les étapes préééincipales
autre,2024,10,coriger une phrase comparez avec une notion préééoche
autre,2024,11,difrencier auteur entier narateur donez une définition complte
autre,2024,12,identifier un champ lexical donez une aplication pratique
autre,2024,13,transformer un discours direct prééésentez les étapes préééincipales
autre,2024,14,expliquer le rôle du narateur donez une aplication pratique
autre,2024,15,definir le régistre soutenu donez une aplication pratique
autre,2024,16,expliquer le rôle du narateur prééésentez les avantages entier limites
autre,2024,17,identifier un champ lexical donez une aplication pratique
autre,2024,18,expliquer le rôle du narateur ilustrez par un schéma simple
autre,2024,19,identifier une figure dé style ilustrez par un schéma simple
autre,2024,20,identifier un temps verbal comparez avec une notion préééoche
biologie,2018,1,difrencier virus entier bactrie ilustrez par un schéma simple
biologie,2018,2,expliquer la reproduction sexue expliquez avec un exemple concret
biologie,2018,3,donner les groupes sanguins prééésentez les étapes préééincipales
biologie,2018,4,definir la mitose ilustrez par un schéma simple
biologie,2018,5,citer les organes digestifs donez déux exemple préécis
biologie,2018,6,definir un cosystme expliquez avec un exemple concret
biologie,2018,7,expliquer le rôle du noyau donez une définition complte
biologie,2018,8,definir la céllule rsumez entier quelques lignes
biologie,2018,9,definir la céllule donez déux exemple préécis
biologie,2018,11,definir la céllule prééésentez les étapes préééincipales
biologie,2018,12,definir une maladie hrditaire donez déux exemple préécis
biologie,2018,13,expliquer la chance alimentaire donez déux exemple préécis
biologie,2018,14,difrencier virus entier bactrie rsumez entier quelques lignes
biologie,2018,15,citer les parties d une céllule rsumez entier quelques lignes
biologie,2018,16,citer dés maladies infectieuses ilustrez par un schéma simple
biologie,2018,17,definir une maladie hrditaire donez une définition complte
biologie,2018,18,donner les groupes sanguins prééésentez les étapes préééincipales
biologie,2018,19,expliquer la respiration donez une aplication pratique
biologie,2023,1,definir une maladie hrditaire ilustrez par un schéma simple
biologie,2023,2,citer dés maladies infectieuses prééésentez les étapes préééincipales
biologie,2023,3,citer les parties d une céllule prééésentez les étapes préééincipales
biologie,2023,4,definir la mitose prééésentez les avantages entier limites
biologie,2023,5,citer les organes digestifs donez déux exemple préécis
biologie,2023,6,citer les besoins nutritifs dés plantes ilustrez par un schéma simple
biologie,2023,7,expliquer la reproduction sexue expliquez avec un exemple concret
biologie,2023,8,definir un cosystme prééésentez les avantages entier limites
biologie,2023,9,difrencier virus entier bactrie donez une définition complte
biologie,2023,10,citer les parties d une céllule expliquez selon le préééograme dé finaliste
biologie,2023,11,expliquer la respiration expliquez avec un exemple concret
biologie,2023,12,expliquer le rôle dé l ADN rsumez entier quelques lignes
biologie,2023,13,expliquer le rôle du noyau prééésentez les avantages entier limites
biologie,2023,14,citer les parties d une céllule prééésentez les étapes préééincipales
biologie,2023,15,definir un cosystme donez déux exemple préécis
biologie,2023,16,expliquer la reproduction sexue expliquez selon le préééograme dé finaliste
biologie,2023,17,difrencier virus entier bactrie donez déux exemple préécis
biologie,2023,18,citer les besoins nutritifs dés plantes donez déux exemple préécis
biologie,2023,19,citer dés maladies infectieuses donez une aplication pratique
biologie,2023,20,definir un cosystme comparez avec une notion préééoche
histoire-géo,2024,1,definir la dmocratie ilustrez par un schéma simple
histoire-géo,2024,2,definir latitude entier longitude prééésentez les étapes préééincipales
histoire-géo,2024,3,citer les préééovinces dé la rdc comparez avec une notion préééoche
histoire-géo,2024,4,citer les résources minires dé la rdc rsumez entier quelques lignes
histoire-géo,2024,5,citer les royaumes africains anciens expliquez selon le préééograme dé finaliste
histoire-géo,2024,6,citer les royaumes africains anciens expliquez selon le préééograme dé finaliste
histoire-géo,2024,7,definir une carte gographique comparez avec une notion préééoche
histoire-géo,2024,8,expliquer le rôle dé l onu comparez avec une notion préééoche
histoire-géo,2024,9,definir la savane expliquez selon le préééograme dé finaliste
histoire-géo,2024,10,definir un climat tropical ilustrez par un schéma simple
histoire-géo,2024,11,expliquer l importance du fleuve congo expliquez avec un exemple concret
histoire-géo,2024,12,citer les royaumes africains anciens prééésentez les étapes préééincipales
histoire-géo,2024,13,expliquer le changement climatique expliquez avec un exemple concret
histoire-géo,2024,14,expliquer le changement climatique donez déux exemple préécis
histoire-géo,2024,15,expliquer le rôle dé l onu donez déux exemple préécis
histoire-géo,2024,16,expliquer l importance du fleuve congo donez déux exemple préécis
histoire-géo,2024,17,definir un climat tropical expliquez avec un exemple concret
histoire-géo,2024,18,definir la dmocratie comparez avec une notion préééoche
histoire-géo,2024,19,citer dés organisations internationales expliquez selon le préééograme dé finaliste
histoire-géo,2024,20,definir la savane comparez avec une notion préééoche
autre,2023,1,definir le genre thtral
autre,2023,2,donner le synonyme du mot courageux
autre,2023,3,expliquer le rôle du narateur dans un récit
autre,2023,4,donner le contraire du mot rapide
autre,2023,5,rédiger un court paragraphe argumentatif
autre,2023,6,rédiger une introduction sur le thème dé l ducation
autre,2023,7,coriger les fautes dans une phrase done
autre,2023,8,identifier la figure dé style dans la phrase done
autre,2023,9,accorder corectement le participe pas dans une phrase
autre,2023,10,former une phrase au conditionnel prééésent
autre,2023,11,conjuguer le verbe venir au pas simple
autre,2023,12,transformer une phrase active entier phrase pasive
autre,2023,13,identifier le temps verbal utiliser dans un texte
autre,2023,14,identifier le champ lexical dé la guerre
autre,2023,15,definir le complément d objet direct
autre,2023,16,expliquer la difrence entre auteur entier narateur
autre,2023,17,definir une proposition subordone relative
autre,2023,18,donner un exemple dé métaphore
autre,2023,19,definir le régistre soutenu
autre,2023,20,transformer une phrase du discours direct au discours indirect
mathématiques,2022,1,rélevez les préééopositions subordonées dans la phrase suivante je pense que tu as raison même si je ne suis pas d accorder
mathématiques,2022,2,conjuguez le verbe aler au subjonctif préééésent
mathématiques,2022,3,donez la identifier la identifier la identifier la nature entier la fonction dés mots soulignés le jeune home sujet court rapidement complément circonstanciel
mathématiques,2022,4,transformez la phrase active entier phrase pasive le chien a mordu le facteur
mathématiques,2022,5,expliquez le sens dé l expression metre la charue avant les bœufs
mathématiques,2022,6,rédigez une phrase comportant une comparaison
mathématiques,2022,7,citez trois figures dé style entier donant un exemple pour chacune
mathématiques,2022,8,metez le texte suivant au discours indirect il a dit je viendrai démain
mathématiques,2022,9,acordez le participe pasé les fleurs que j API cueilir sont fanées
mathématiques,2022,10,définisez cé qu est un roman épistolaire
mathématiques,2024,1,noncer le thorme dé Pythagore ilustrez par un schéma simple
mathématiques,2024,2,résoudre une équation logarithmique expliquez selon le préééograme dé finaliste
mathématiques,2024,3,calculer une limite donez une aplication pratique
mathématiques,2024,4,calculer une moyenne donez une aplication pratique
mathématiques,2024,5,definir une suite gomtrique ilustrez par un schéma simple
mathématiques,2024,6,calculer un sinus expliquez avec un exemple concret
mathématiques,2024,7,calculer le discriminant donez une définition complte
mathématiques,2024,8,résoudre une équation logarithmique donez une définition complte
mathématiques,2024,9,noncer le thorme dé Pythagore prééésentez les avantages entier limites
mathématiques,2024,10,definir une suite gomtrique donez une définition complte
mathématiques,2024,12,dterminer une primitive prééésentez les étapes préééincipales
mathématiques,2024,13,résoudre une inéquation expliquez selon le préééograme dé finaliste
mathématiques,2024,14,tracer un tableau dé signe prééésentez les étapes préééincipales
mathématiques,2024,16,calculer une limite prééésentez les avantages entier limites
mathématiques,2024,17,noncer le thorme dé Pythagore donez déux exemple préécis
mathématiques,2024,18,résoudre un système d équations comparez avec une notion préééoche
mathématiques,2024,19,résoudre une équation du second degré rsumez entier quelques lignes
mathématiques,2024,20,résoudre une équation du second degré comparez avec une notion préééoche
histoire-géo,2023,1,definir la savane donez une aplication pratique
histoire-géo,2023,2,definir un climat tropical ilustrez par un schéma simple
histoire-géo,2023,3,citer les pays voisins dé la rdc donez une définition complte
histoire-géo,2023,4,citer les résources minires dé la rdc expliquez selon le préééograme dé finaliste
histoire-géo,2023,5,citer les ocans du monde comparez avec une notion préééoche
histoire-géo,2023,6,expliquer le rôle dé l onu expliquez avec un exemple concret
histoire-géo,2023,8,citer dés organisations internationales expliquez selon le préééograme dé finaliste
histoire-géo,2023,9,expliquer le changement climatique expliquez avec un exemple concret
histoire-géo,2023,10,citer les pays voisins dé la rdc donez une aplication pratique
histoire-géo,2023,11,definir la mondialisation donez une aplication pratique
histoire-géo,2023,12,definir latitude entier longitude donez une aplication pratique
histoire-géo,2023,13,definir la dmocratie expliquez avec un exemple concret
histoire-géo,2023,14,definir la colonisation prééésentez les étapes préééincipales
histoire-géo,2023,15,citer les préééovinces dé la rdc donez une aplication pratique
histoire-géo,2023,16,definir un climat tropical donez une définition complte
histoire-géo,2023,17,citer les ocans du monde expliquez selon le préééograme dé finaliste
histoire-géo,2023,18,definir la savane comparez avec une notion préééoche
histoire-géo,2023,19,definir la savane prééésentez les étapes préééincipales
histoire-géo,2023,20,definir la mondialisation expliquez selon le préééograme dé finaliste
mathématiques,2023,1,énoncez la loi d ohm entier donez sa formule
mathématiques,2023,2,calculez la résistance équivalente dé déux résistances r1 10ω entier r2 20ω montées entier série
mathématiques,2023,3,quele est la formule dé l énergie cinétique
mathématiques,2023,4,équilibrez l équation chimique c₃h₈ o₂ co₂ h₂o
mathématiques,2023,5,quele est la diférence entre un atome entier une molécule
mathématiques,2023,6,un corps dé masse 2 kg tombe d une hauteur dé 5 m calculez son énergie potentielle avant la chute g 10 n kg
mathématiques,2023,7,définisez le ph que signifie un ph 7
mathématiques,2023,8,quel est le nombre d oxydation du soufre dans h₂so₄
mathématiques,2023,9,expliquez le préééincipe dé l électrolyse
mathématiques,2023,10,convertisez 25 c entier kelvin
autre,2021,1,conjuguer un verbe au pas simple rsumez entier quelques lignes
autre,2021,2,identifier un champ lexical prééésentez les avantages entier limites
autre,2021,3,donner un antonyme rsumez entier quelques lignes
autre,2021,4,definir le régistre soutenu expliquez avec un exemple concret
autre,2021,5,coriger une phrase donez une définition complte
autre,2021,6,conjuguer un verbe au pas simple donez déux exemple préécis
autre,2021,7,former une phrase au conditionnel donez une aplication pratique
autre,2021,8,transformer un discours direct prééésentez les avantages entier limites
autre,2021,9,identifier un champ lexical donez une définition complte
autre,2021,10,conjuguer un verbe au pas simple rsumez entier quelques lignes
autre,2021,11,transformer un discours direct expliquez selon le préééograme dé finaliste
autre,2021,12,donner un exemple dé métaphore donez déux exemple préécis
autre,2021,13,former une phrase au conditionnel comparez avec une notion préééoche
autre,2021,14,rédiger un paragraphe argumentatif ilustrez par un schéma simple
autre,2021,15,identifier une figure dé style prééésentez les étapes préééincipales
autre,2021,16,donner un synonyme rsumez entier quelques lignes
autre,2021,17,rédiger une introduction prééésentez les étapes préééincipales
autre,2021,18,expliquer le rôle du narateur donez une aplication pratique
autre,2021,19,transformer une phrase active entier pasive expliquez selon le préééograme dé finaliste
autre,2021,20,expliquer le rôle du narateur ilustrez par un schéma simple
histoire-géo,2025,1,expliquer le rôle dé l onu donez une définition complte
histoire-géo,2025,2,citer les pays voisins dé la rdc prééésentez les étapes préééincipales
histoire-géo,2025,3,expliquer les migrations expliquez selon le préééograme dé finaliste
histoire-géo,2025,4,citer les résources minires dé la rdc prééésentez les avantages entier limites
histoire-géo,2025,5,expliquer le rôle dé l onu donez déux exemple préécis
histoire-géo,2025,6,expliquer les migrations rsumez entier quelques lignes
histoire-géo,2025,7,definir latitude entier longitude prééésentez les avantages entier limites
histoire-géo,2025,8,citer les causes dé la préééemire guerre mondiale donez une aplication pratique
histoire-géo,2025,9,definir une carte gographique rsumez entier quelques lignes
histoire-géo,2025,10,definir la savane comparez avec une notion préééoche
histoire-géo,2025,11,citer les ocans du monde expliquez avec un exemple concret
histoire-géo,2025,12,citer les préééovinces dé la rdc expliquez selon le préééograme dé finaliste
histoire-géo,2025,13,expliquer les migrations donez déux exemple préécis
histoire-géo,2025,14,expliquer les migrations ilustrez par un schéma simple
histoire-géo,2025,15,citer les ocans du monde expliquez selon le préééograme dé finaliste
histoire-géo,2025,16,citer les pays voisins dé la rdc ilustrez par un schéma simple
histoire-géo,2025,17,citer les causes dé la préééemire guerre mondiale expliquez avec un exemple concret
histoire-géo,2025,18,citer les causes dé la préééemire guerre mondiale rsumez entier quelques lignes
histoire-géo,2025,19,expliquer l urbanisation comparez avec une notion préééoche
histoire-géo,2025,20,definir une carte gographique expliquez selon le préééograme dé finaliste
mathématiques,2022,1,résoudre dans ℝ l équation 2x² 5x 2 0
mathématiques,2022,2,calculer la dérivée dé f x 3x³ 2x² 5x 7
mathématiques,2022,3,déterminer la limite lim x 2 x² 4 x 2
mathématiques,2022,4,soit la fonction g x ln x² 1 calculer g x
mathématiques,2022,5,une urne contient 5 boules rouges entier 3 boules vertes ton tire déux boules sucesivement sans rémise quele est la préééobabilité d obtenir déux boules rouges
mathématiques,2022,6,résoudre le système 2x y 7 x y 2
mathématiques,2022,7,calculer l intégrale définie ₀¹ 3x² 2x dx
